instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2383,2011-04-28,2,0,4,0,0,4,1,1,0.64,0.5909,0.78,0.3582,13,41,54
2384,2011-04-28,2,0,4,5,0,4,1,2,0.62,0.5758,0.83,0.3881,0,13,13
2385,2011-04-28,2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,7,79,86
2386,2011-04-28,2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,14,201,215
2387,2011-04-28,2,0,4,8,0,4,1,2,0.66,0.6061,0.78,0.4478,31,367,398
2388,2011-04-28,2,0,4,9,0,4,1,3,0.62,0.5606,0.88,0.3284,18,165,183
2389,2011-04-28,2,0,4,10,0,4,1,2,0.62,0.5606,0.88,0.2836,9,45,54
2390,2011-04-28,2,0,4,11,0,4,1,2,0.62,0.5758,0.83,0.2836,10,74,84
2391,2011-04-28,2,0,4,12,0,4,1,2,0.62,0.5909,0.78,0.2537,23,84,107
2392,2011-04-28,2,0,4,13,0,4,1,2,0.62,0.5758,0.83,0.2985,18,103,121
2393,2011-04-28,2,0,4,14,0,4,1,1,0.62,0.5758,0.83,0.2985,21,121,142
2394,2011-04-28,2,0,4,15,0,4,1,1,0.66,0.6212,0.69,0.3284,46,117,163
2395,2011-04-28,2,0,4,16,0,4,1,1,0.62,0.5909,0.78,0.2537,42,228,270
2396,2011-04-28,2,0,4,17,0,4,1,1,0.64,0.6212,0.47,0.3582,49,406,455
2397,2011-04-28,2,0,4,18,0,4,1,1,0.64,0.6212,0.47,0.3582,44,486,530
2398,2011-04-28,2,0,4,19,0,4,1,1,0.62,0.6212,0.43,0.2985,57,347,404
2399,2011-04-28,2,0,4,20,0,4,1,1,0.58,0.5455,0.43,0.2239,49,220,269
2400,2011-04-28,2,0,4,21,0,4,1,1,0.56,0.5303,0.46,0.1343,27,167,194
2401,2011-04-28,2,0,4,22,0,4,1,1,0.54,0.5152,0.45,0.1642,34,119,153
2402,2011-04-28,2,0,4,23,0,4,1,1,0.54,0.5152,0.39,0.0896,29,81,110
2403,2011-04-29,2,0,4,0,0,5,1,1,0.52,0.5,0.39,0.2836,11,37,48
2404,2011-04-29,2,0,4,2,0,5,1,1,0.46,0.4545,0.63,0.1045,2,8,10
2405,2011-04-29,2,0,4,3,0,5,1,1,0.46,0.4545,0.59,0.0896,1,4,5
2406,2011-04-29,2,0,4,4,0,5,1,1,0.46,0.4545,0.51,0.1343,0,6,6
2407,2011-04-29,2,0,4,5,0,5,1,1,0.46,0.4545,0.47,0.1343,0,25,25
2408,2011-04-29,2,0,4,6,0,5,1,1,0.5,0.4848,0.45,0.2836,4,67,71
2409,2011-04-29,2,0,4,7,0,5,1,1,0.52,0.5,0.42,0.194,18,222,240
2410,2011-04-29,2,0,4,8,0,5,1,1,0.54,0.5152,0.39,0.2985,35,386,421
2411,2011-04-29,2,0,4,9,0,5,1,1,0.54,0.5152,0.39,0.3284,45,185,230
2412,2011-04-29,2,0,4,10,0,5,1,1,0.56,0.5303,0.4,0.2836,57,99,156
2413,2011-04-29,2,0,4,12,0,5,1,1,0.56,0.5303,0.37,0.2836,63,160,223
2414,2011-04-29,2,0,4,13,0,5,1,1,0.56,0.5303,0.37,0.2985,74,234,308
2415,2011-04-29,2,0,4,14,0,5,1,1,0.6,0.6212,0.35,0.3284,58,190,248
2416,2011-04-29,2,0,4,15,0,5,1,2,0.56,0.5303,0.4,0.2985,77,175,252
2417,2011-04-29,2,0,4,16,0,5,1,2,0.54,0.5152,0.42,0.3582,59,240,299
2418,2011-04-29,2,0,4,17,0,5,1,2,0.52,0.5,0.45,0.3881,75,433,508
2419,2011-04-29,2,0,4,18,0,5,1,1,0.52,0.5,0.48,0.3582,55,384,439
2420,2011-04-29,2,0,4,19,0,5,1,1,0.46,0.4545,0.55,0.3284,40,230,270
2421,2011-04-29,2,0,4,20,0,5,1,1,0.48,0.4697,0.48,0.2239,34,160,194
2422,2011-04-29,2,0,4,21,0,5,1,1,0.46,0.4545,0.51,0.194,50,145,195
2423,2011-04-29,2,0,4,22,0,5,1,1,0.42,0.4242,0.58,0.1642,36,110,146
2424,2011-04-29,2,0,4,23,0,5,1,2,0.44,0.4394,0.54,0.0896,25,88,113
2425,2011-04-30,2,0,4,0,0,6,0,2,0.44,0.4394,0.54,0.2537,33,73,106
2426,2011-04-30,2,0,4,1,0,6,0,2,0.44,0.4394,0.54,0.1642,15,59,74
2427,2011-04-30,2,0,4,2,0,6,0,2,0.44,0.4394,0.54,0.2239,12,53,65
2428,2011-04-30,2,0,4,3,0,6,0,2,0.42,0.4242,0.54,0.194,4,13,17
2429,2011-04-30,2,0,4,4,0,6,0,2,0.42,0.4242,0.54,0.2239,2,5,7
2430,2011-04-30,2,0,4,6,0,6,0,1,0.4,0.4091,0.58,0.2836,10,11,21
2431,2011-04-30,2,0,4,8,0,6,0,1,0.4,0.4091,0.54,0.2985,21,70,91
2432,2011-04-30,2,0,4,9,0,6,0,1,0.44,0.4394,0.51,0.3582,35,121,156
2433,2011-04-30,2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,65,159,224
2434,2011-04-30,2,0,4,22,0,6,0,1,0.44,0.4394,0.67,0.1045,37,106,143
2435,2011-04-30,2,0,4,23,0,6,0,1,0.44,0.4394,0.67,0.1045,34,91,125
2436,2011-05-01,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,19,77,96
2437,2011-05-01,2,0,5,1,0,0,0,1,0.42,0.4242,0.69,0.1045,9,50,59
2438,2011-05-01,2,0,5,2,0,0,0,1,0.42,0.4242,0.77,0.1045,7,43,50
2439,2011-05-01,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,0,10,10
2440,2011-05-01,2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,7,26,33
2441,2011-05-01,2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,16,43,59
2442,2011-05-01,2,0,5,12,0,0,0,2,0.48,0.4697,0.77,0.1045,109,172,281
2443,2011-05-01,2,0,5,18,0,0,0,2,0.46,0.4545,0.82,0.0896,33,126,159
2444,2011-05-01,2,0,5,19,0,0,0,2,0.46,0.4545,0.84,0.1045,47,131,178
2445,2011-05-01,2,0,5,20,0,0,0,2,0.46,0.4545,0.82,0.0,35,86,121
2446,2011-05-01,2,0,5,21,0,0,0,2,0.46,0.4545,0.82,0.0,23,82,105
2447,2011-05-02,2,0,5,1,0,1,1,1,0.46,0.4545,0.72,0.1343,41,73,114
2448,2011-05-02,2,0,5,3,0,1,1,1,0.44,0.4394,0.77,0.1343,9,7,16
2449,2011-05-02,2,0,5,4,0,1,1,1,0.44,0.4394,0.77,0.1642,9,8,17
2450,2011-05-02,2,0,5,5,0,1,1,2,0.44,0.4394,0.77,0.1343,4,16,20
2451,2011-05-02,2,0,5,6,0,1,1,1,0.44,0.4394,0.88,0.1045,3,59,62
2452,2011-05-02,2,0,5,7,0,1,1,2,0.46,0.4545,0.82,0.3284,16,193,209
2453,2011-05-02,2,0,5,8,0,1,1,2,0.48,0.4697,0.77,0.2239,21,350,371
2454,2011-05-02,2,0,5,9,0,1,1,2,0.5,0.4848,0.77,0.2836,41,131,172
2455,2011-05-02,2,0,5,10,0,1,1,2,0.54,0.5152,0.77,0.2239,31,77,108
2456,2011-05-02,2,0,5,11,0,1,1,1,0.58,0.5455,0.73,0.2985,34,96,130
2457,2011-05-02,2,0,5,12,0,1,1,1,0.62,0.6061,0.69,0.2239,40,147,187
2458,2011-05-02,2,0,5,13,0,1,1,2,0.62,0.6061,0.69,0.194,51,119,170
2459,2011-05-02,2,0,5,14,0,1,1,1,0.64,0.6061,0.69,0.2239,48,133,181
2460,2011-05-02,2,0,5,15,0,1,1,1,0.66,0.6212,0.61,0.194,45,110,155
2461,2011-05-02,2,0,5,16,0,1,1,1,0.66,0.6212,0.61,0.2239,49,220,269
2462,2011-05-02,2,0,5,17,0,1,1,1,0.66,0.6212,0.65,0.194,65,472,537
2463,2011-05-02,2,0,5,18,0,1,1,2,0.64,0.6061,0.65,0.194,68,450,518
2464,2011-05-02,2,0,5,19,0,1,1,2,0.62,0.6061,0.69,0.1343,46,268,314
2465,2011-05-02,2,0,5,20,0,1,1,2,0.62,0.6061,0.69,0.1343,44,174,218
2466,2011-05-02,2,0,5,21,0,1,1,2,0.6,0.5909,0.73,0.1045,54,178,232
2467,2011-05-02,2,0,5,22,0,1,1,2,0.6,0.5909,0.73,0.0,28,97,125
2468,2011-05-02,2,0,5,23,0,1,1,2,0.56,0.5303,0.83,0.194,16,48,64
2469,2011-05-03,2,0,5,0,0,2,1,2,0.56,0.5303,0.83,0.2239,0,16,16
2470,2011-05-03,2,0,5,1,0,2,1,2,0.56,0.5303,0.78,0.2537,0,14,14
2471,2011-05-03,2,0,5,2,0,2,1,2,0.56,0.5303,0.78,0.2537,0,5,5
2472,2011-05-03,2,0,5,3,0,2,1,1,0.54,0.5152,0.83,0.2836,0,2,2
2473,2011-05-03,2,0,5,5,0,2,1,1,0.52,0.5,0.88,0.1343,0,14,14
2474,2011-05-03,2,0,5,6,0,2,1,2,0.52,0.5,0.94,0.1642,7,102,109
2475,2011-05-03,2,0,5,7,0,2,1,2,0.54,0.5152,0.88,0.2239,17,248,265
2476,2011-05-03,2,0,5,8,0,2,1,2,0.56,0.5303,0.83,0.2836,24,435,459
2477,2011-05-03,2,0,5,9,0,2,1,2,0.6,0.5758,0.78,0.3582,29,157,186
2478,2011-05-03,2,0,5,10,0,2,1,2,0.64,0.6061,0.69,0.3582,36,91,127
2479,2011-05-03,2,0,5,11,0,2,1,2,0.66,0.6212,0.65,0.3284,20,120,140
2480,2011-05-03,2,0,5,12,0,2,1,2,0.68,0.6364,0.61,0.4925,48,169,217
2481,2011-05-03,2,0,5,13,0,2,1,2,0.7,0.6515,0.58,0.6119,50,144,194
2482,2011-05-03,2,0,5,14,0,2,1,2,0.7,0.6515,0.58,0.5224,36,122,158
2483,2011-05-03,2,0,5,15,0,2,1,2,0.7,0.6515,0.58,0.4478,37,117,154
2484,2011-05-03,2,0,5,16,0,2,1,1,0.72,0.6667,0.54,0.4627,46,225,271
2485,2011-05-03,2,0,5,17,0,2,1,1,0.7,0.6515,0.54,0.4627,53,464,517
2486,2011-05-03,2,0,5,18,0,2,1,1,0.7,0.6515,0.48,0.4179,59,485,544
2487,2011-05-03,2,0,5,19,0,2,1,1,0.68,0.6364,0.57,0.3582,42,323,365
2488,2011-05-03,2,0,5,20,0,2,1,1,0.66,0.6212,0.61,0.194,28,262,290
2489,2011-05-03,2,0,5,21,0,2,1,2,0.64,0.6212,0.61,0.4478,42,183,225
2490,2011-05-03,2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881,14,99,113
2491,2011-05-03,2,0,5,23,0,2,1,2,0.56,0.5303,0.68,0.3284,12,50,62
2492,2011-05-04,2,0,5,0,0,3,1,3,0.52,0.5,0.77,0.1642,5,22,27
2493,2011-05-04,2,0,5,1,0,3,1,3,0.5,0.4848,0.82,0.2836,1,6,7
2494,2011-05-04,2,0,5,2,0,3,1,3,0.5,0.4848,0.82,0.2836,0,4,4
2495,2011-05-04,2,0,5,3,0,3,1,3,0.42,0.4242,0.88,0.5224,0,1,1
2496,2011-05-04,2,0,5,5,0,3,1,3,0.36,0.3333,0.87,0.3284,1,8,9
2497,2011-05-04,2,0,5,6,0,3,1,3,0.34,0.303,0.93,0.3881,0,21,21
2498,2011-05-04,2,0,5,7,0,3,1,3,0.34,0.303,0.93,0.3582,6,46,52
2499,2011-05-04,2,0,5,8,0,3,1,3,0.34,0.303,0.93,0.3881,5,74,79
2500,2011-05-04,2,0,5,9,0,3,1,3,0.34,0.303,0.93,0.3582,5,35,40
2501,2011-05-04,2,0,5,10,0,3,1,2,0.34,0.3182,0.93,0.2836,5,26,31
2502,2011-05-04,2,0,5,11,0,3,1,1,0.4,0.4091,0.82,0.3284,3,69,72
2503,2011-05-04,2,0,5,12,0,3,1,2,0.44,0.4394,0.62,0.3582,19,105,124
2504,2011-05-04,2,0,5,13,0,3,1,2,0.46,0.4545,0.59,0.4478,15,128,143
2505,2011-05-04,2,0,5,14,0,3,1,1,0.5,0.4848,0.51,0.3881,13,94,107
2506,2011-05-04,2,0,5,15,0,3,1,1,0.48,0.4697,0.51,0.4179,22,107,129
2507,2011-05-04,2,0,5,16,0,3,1,1,0.5,0.4848,0.45,0.4627,22,173,195
2508,2011-05-04,2,0,5,17,0,3,1,1,0.4,0.4091,0.71,0.2537,22,388,410
2509,2011-05-04,2,0,5,18,0,3,1,1,0.42,0.4242,0.67,0.2537,29,367,396
2510,2011-05-04,2,0,5,19,0,3,1,1,0.42,0.4242,0.58,0.3582,30,266,296
2511,2011-05-04,2,0,5,20,0,3,1,1,0.4,0.4091,0.62,0.3284,17,174,191
2512,2011-05-04,2,0,5,21,0,3,1,1,0.4,0.4091,0.62,0.1642,17,133,150
2513,2011-05-04,2,0,5,22,0,3,1,1,0.38,0.3939,0.62,0.2239,9,80,89
2514,2011-05-04,2,0,5,23,0,3,1,1,0.36,0.3485,0.62,0.2239,8,49,57
2515,2011-05-05,2,0,5,0,0,4,1,1,0.36,0.3485,0.66,0.194,4,23,27
2516,2011-05-05,2,0,5,2,0,4,1,1,0.34,0.3182,0.66,0.2239,1,4,5
2517,2011-05-05,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,0,4,4
2518,2011-05-05,2,0,5,5,0,4,1,1,0.34,0.3182,0.66,0.2537,1,29,30
2519,2011-05-05,2,0,5,6,0,4,1,1,0.34,0.3182,0.66,0.2537,3,86,89
2520,2011-05-05,2,0,5,7,0,4,1,1,0.38,0.3939,0.58,0.2537,16,255,271
2521,2011-05-05,2,0,5,8,0,4,1,1,0.42,0.4242,0.5,0.2537,25,415,440
2522,2011-05-05,2,0,5,9,0,4,1,1,0.46,0.4545,0.44,0.2836,20,164,184
2523,2011-05-05,2,0,5,10,0,4,1,1,0.5,0.4848,0.39,0.2836,30,98,128
2524,2011-05-05,2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,43,105,148
2525,2011-05-05,2,0,5,12,0,4,1,1,0.52,0.5,0.34,0.3582,27,169,196
2526,2011-05-05,2,0,5,13,0,4,1,1,0.54,0.5152,0.3,0.5821,50,142,192
2527,2011-05-05,2,0,5,14,0,4,1,1,0.54,0.5152,0.28,0.4478,19,135,154
2528,2011-05-05,2,0,5,15,0,4,1,1,0.56,0.5303,0.26,0.4925,27,120,147
2529,2011-05-05,2,0,5,16,0,4,1,1,0.58,0.5455,0.24,0.4179,36,233,269
2530,2011-05-05,2,0,5,17,0,4,1,1,0.56,0.5303,0.26,0.3881,66,467,533
2531,2011-05-05,2,0,5,18,0,4,1,1,0.56,0.5303,0.26,0.2836,64,456,520
2532,2011-05-05,2,0,5,19,0,4,1,1,0.54,0.5152,0.28,0.2239,56,305,361
2533,2011-05-05,2,0,5,20,0,4,1,1,0.5,0.4848,0.34,0.1642,33,225,258
2534,2011-05-05,2,0,5,21,0,4,1,1,0.5,0.4848,0.36,0.194,39,141,180
2535,2011-05-05,2,0,5,22,0,4,1,1,0.48,0.4697,0.39,0.194,30,135,165
2536,2011-05-05,2,0,5,23,0,4,1,1,0.46,0.4545,0.41,0.194,16,99,115
2537,2011-05-06,2,0,5,0,0,5,1,1,0.44,0.4394,0.44,0.1642,13,43,56
2538,2011-05-06,2,0,5,1,0,5,1,1,0.4,0.4091,0.62,0.1642,8,24,32
2539,2011-05-06,2,0,5,2,0,5,1,1,0.38,0.3939,0.62,0.1045,1,15,16
2540,2011-05-06,2,0,5,4,0,5,1,1,0.36,0.3636,0.71,0.1045,0,1,1
2541,2011-05-06,2,0,5,5,0,5,1,1,0.34,0.3485,0.81,0.1045,0,16,16
2542,2011-05-06,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,0.0896,8,74,82
2543,2011-05-06,2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0.0,20,202,222
2544,2011-05-06,2,0,5,8,0,5,1,1,0.42,0.4242,0.77,0.2537,35,415,450
2545,2011-05-06,2,0,5,9,0,5,1,1,0.46,0.4545,0.67,0.2836,27,161,188
2546,2011-05-06,2,0,5,10,0,5,1,2,0.54,0.5152,0.49,0.3284,30,97,127
2547,2011-05-06,2,0,5,11,0,5,1,2,0.54,0.5152,0.49,0.3284,42,123,165
2548,2011-05-06,2,0,5,12,0,5,1,1,0.56,0.5303,0.49,0.3582,48,198,246
2549,2011-05-06,2,0,5,13,0,5,1,1,0.58,0.5455,0.4,0.3284,71,182,253
2550,2011-05-06,2,0,5,16,0,5,1,1,0.6,0.6212,0.4,0.2537,82,262,344
2551,2011-05-06,2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,83,470,553
2552,2011-05-06,2,0,5,18,0,5,1,3,0.54,0.5152,0.52,0.3582,85,385,470
2553,2011-05-06,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,39,253,292
2554,2011-05-06,2,0,5,20,0,5,1,1,0.52,0.5,0.48,0.1045,29,161,190
2555,2011-05-06,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,0.1343,22,130,152
2556,2011-05-06,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,46,105,151
2557,2011-05-06,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,0.1343,27,93,120
2558,2011-05-07,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,0.1343,10,76,86
2559,2011-05-07,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,0.1045,8,50,58
2560,2011-05-07,2,0,5,2,0,6,0,1,0.42,0.4242,0.82,0.0896,5,47,52
2561,2011-05-07,2,0,5,4,0,6,0,1,0.4,0.4091,0.82,0.1045,1,4,5
2562,2011-05-07,2,0,5,6,0,6,0,1,0.42,0.4242,0.77,0.0896,1,12,13
2563,2011-05-07,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,0.0,8,32,40
2564,2011-05-07,2,0,5,8,0,6,0,1,0.52,0.5,0.52,0.194,19,96,115
2565,2011-05-07,2,0,5,9,0,6,0,1,0.54,0.5152,0.49,0.2836,54,164,218
2566,2011-05-07,2,0,5,13,0,6,0,1,0.6,0.6212,0.35,0.2836,196,240,436
2567,2011-05-07,2,0,5,15,0,6,0,1,0.6,0.6212,0.38,0.2537,148,230,378
2568,2011-05-07,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,114,175,289
2569,2011-05-07,2,0,5,22,0,6,0,1,0.54,0.5152,0.49,0.194,26,94,120
2570,2011-05-07,2,0,5,23,0,6,0,1,0.5,0.4848,0.59,0.1045,30,89,119
2571,2011-05-08,2,0,5,0,0,0,0,2,0.5,0.4848,0.59,0.1045,22,78,100
2572,2011-05-08,2,0,5,1,0,0,0,2,0.52,0.5,0.55,0.0,8,56,64
2573,2011-05-08,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0.0,17,42,59
2574,2011-05-08,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,0.0,2,8,10
2575,2011-05-08,2,0,5,5,0,0,0,2,0.44,0.4394,0.77,0.0,0,5,5
2576,2011-05-08,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,0.0,2,4,6
2577,2011-05-08,2,0,5,9,0,0,0,1,0.56,0.5303,0.52,0.2239,48,112,160
2578,2011-05-08,2,0,5,12,0,0,0,1,0.6,0.6212,0.46,0.0896,139,243,382
2579,2011-05-08,2,0,5,18,0,0,0,1,0.58,0.5455,0.49,0.0,63,205,268
2580,2011-05-08,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0.0,61,178,239
2581,2011-05-08,2,0,5,20,0,0,0,1,0.52,0.5,0.77,0.1343,42,132,174
2582,2011-05-08,2,0,5,21,0,0,0,1,0.52,0.5,0.77,0.0896,32,95,127
2583,2011-05-08,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,0.0896,29,86,115
2584,2011-05-08,2,0,5,23,0,0,0,1,0.46,0.4545,0.88,0.0896,9,41,50
2585,2011-05-09,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,0.0896,0,7,7
2586,2011-05-09,2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642,0,4,4
2587,2011-05-09,2,0,5,5,0,1,1,1,0.42,0.4242,0.77,0.1642,0,23,23
2588,2011-05-09,2,0,5,6,0,1,1,1,0.44,0.4394,0.72,0.2537,2,87,89
2589,2011-05-09,2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,16,221,237
2590,2011-05-09,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,23,351,374
2591,2011-05-09,2,0,5,9,0,1,1,1,0.54,0.5152,0.56,0.1642,36,142,178
2592,2011-05-09,2,0,5,10,0,1,1,1,0.56,0.5303,0.52,0.194,24,95,119
2593,2011-05-09,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,26,99,125
2594,2011-05-09,2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.194,35,160,195
2595,2011-05-09,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836,36,138,174
2596,2011-05-09,2,0,5,14,0,1,1,1,0.62,0.6212,0.41,0.2239,44,118,162
2597,2011-05-09,2,0,5,15,0,1,1,1,0.62,0.6212,0.41,0.2239,51,148,199
2598,2011-05-09,2,0,5,16,0,1,1,1,0.64,0.6212,0.38,0.2239,49,255,304
2599,2011-05-09,2,0,5,17,0,1,1,1,0.62,0.6212,0.38,0.2537,59,539,598
2600,2011-05-09,2,0,5,18,0,1,1,1,0.62,0.6212,0.38,0.2985,66,458,524
2601,2011-05-09,2,0,5,19,0,1,1,1,0.58,0.5455,0.43,0.194,45,339,384
2602,2011-05-09,2,0,5,20,0,1,1,1,0.54,0.5152,0.49,0.194,25,214,239
2603,2011-05-09,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343,28,128,156
2604,2011-05-09,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,21,95,116
2605,2011-05-09,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,16,45,61
2606,2011-05-10,2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,3,12,15
2607,2011-05-10,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5
2608,2011-05-10,2,0,5,3,0,2,1,1,0.44,0.4394,0.54,0.194,1,3,4
2609,2011-05-10,2,0,5,4,0,2,1,1,0.42,0.4242,0.62,0.2537,0,2,2
2610,2011-05-10,2,0,5,5,0,2,1,1,0.4,0.4091,0.66,0.2239,1,28,29
2611,2011-05-10,2,0,5,6,0,2,1,1,0.42,0.4242,0.67,0.1343,9,103,112
2612,2011-05-10,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,13,301,314
2613,2011-05-10,2,0,5,8,0,2,1,2,0.5,0.4848,0.51,0.1045,28,397,425
2614,2011-05-10,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,29,176,205
2615,2011-05-10,2,0,5,10,0,2,1,2,0.56,0.5303,0.37,0.0896,27,100,127
2616,2011-05-10,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,17,108,125
2617,2011-05-10,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0.0,47,170,217
2618,2011-05-10,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,50,152,202
2619,2011-05-10,2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0.0,42,134,176
2620,2011-05-10,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,28,152,180
2621,2011-05-10,2,0,5,16,0,2,1,1,0.66,0.6212,0.31,0.1045,56,271,327
2622,2011-05-10,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0.0,79,532,611
2623,2011-05-10,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,70,480,550
2624,2011-05-10,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434
2625,2011-05-10,2,0,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,50,241,291
2626,2011-05-10,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0.0,30,173,203
2627,2011-05-10,2,0,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,29,121,150
2628,2011-05-10,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,9,72,81
2629,2011-05-11,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,8,30,38
2630,2011-05-11,2,0,5,1,0,3,1,2,0.5,0.4848,0.59,0.1045,4,16,20
2631,2011-05-11,2,0,5,3,0,3,1,1,0.5,0.4848,0.63,0.2239,0,3,3
2632,2011-05-11,2,0,5,4,0,3,1,2,0.48,0.4697,0.88,0.1343,0,2,2
2633,2011-05-11,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,0,20,20
2634,2011-05-11,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,6,93,99
2635,2011-05-11,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,25,293,318
2636,2011-05-11,2,0,5,8,0,3,1,1,0.48,0.4697,0.77,0.2537,21,421,442
2637,2011-05-11,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203
2638,2011-05-11,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896,30,124,154
2639,2011-05-11,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141
2640,2011-05-11,2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0.0,41,185,226
2641,2011-05-11,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0.0,36,157,193
2642,2011-05-11,2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,36,141,177
2643,2011-05-11,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0.0,48,131,179
2644,2011-05-11,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0.0,49,240,289
2645,2011-05-11,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,17,242,259
2646,2011-05-11,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274
2647,2011-05-11,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401
2648,2011-05-11,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,28,245,273
2649,2011-05-11,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,32,202,234
2650,2011-05-11,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134,146
2651,2011-05-11,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,12,69,81
2652,2011-05-12,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,5,39,44
2653,2011-05-12,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17
2654,2011-05-12,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.194,1,14,15
2655,2011-05-12,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5
2656,2011-05-12,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0.0,1,5,6
2657,2011-05-12,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,2,27,29
2658,2011-05-12,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0.0,9,103,112
2659,2011-05-12,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,14,283,297
2660,2011-05-12,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,27,394,421
2661,2011-05-12,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,21,191,212
2662,2011-05-12,2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,28,119,147
